0.0056196665	-0.051830888	-0.006706988	-0.044936668	-0.013517801	0.07152233	-0.027785484	-0.027537137	0.0017984984	0.054761183	-0.03398427	-0.036414403	0.013102198	0.035783358	0.009235783	0.026628876
-0.07173271	-0.022004014	-0.023352915	-0.07472297	-0.015052946	0.06690755	-0.06272485	-0.04855768	0.08723037	0.11301284	-0.05658893	-0.014865448	0.04091189	0.048776805	0.06416394	0.080397464
-0.08994905	-0.068109155	-0.034219563	-0.081769094	-0.0827059	0.07619913	-0.06685554	-0.0053452724	0.048854746	0.11981347	-0.07991877	-0.034149837	0.04196279	0.06563582	0.03746818	0.17481335
0.2105997	0.19308767	0.174676	-0.19029069	0.22661257	-0.2503144	0.2636351	0.1951961	-0.21621117	-0.05156303	0.21152975	0.14920717	-0.2975921	-0.19459647	-0.23164037	-0.135545
-0.01863027	-0.052125487	-0.013319506	-0.03716636	0.018411182	-0.0124361245	0.004484913	-0.024963966	-0.03216391	0.08277944	-0.02949076	0.013415655	-0.069799714	0.03330526	-0.00078751217	0.08353039
-0.040526405	-0.038697094	-0.016964393	0.004503567	-0.093654655	0.054749947	-0.008871587	-0.064063095	0.033291068	0.21101753	-0.0033603199	0.019794952	0.02176717	0.041851815	0.021841835	0.15872584
0.22411981	0.212471	0.2375876	-0.18008657	0.22832297	-0.21651246	0.2623019	0.20955274	-0.17600305	0.006632529	0.1539515	0.17564659	-0.22738013	-0.19182163	-0.19361435	-0.052662447
-0.098092295	-0.04024075	-0.013668701	-0.0034415675	-0.019901011	0.023877475	-0.07444477	-0.040430468	0.066260874	0.043906964	-0.08013919	-0.00884713	0.033078235	0.09675193	0.035967045	0.073352955
0.11810892	0.16817492	0.25634626	-0.2386437	0.19861667	-0.21525499	0.23888926	0.18919328	-0.214574	0.025965642	0.23140737	0.18587168	-0.21909456	-0.22202492	-0.2603197	0.075492516
-0.0069292947	0.0011453918	-0.0030571062	-0.07512459	0.004004496	0.025038281	-0.07080067	0.014384396	0.05166289	0.034689326	0.00049303204	-0.02414569	-0.046137176	-0.0011839321	0.04642913	0.12506044
0.19195653	0.16906302	0.22129956	-0.17077626	0.14456862	-0.19659583	0.18936057	0.16065717	-0.18034264	-0.06951026	0.22548331	0.19142981	-0.27109388	-0.16450593	-0.25719488	-0.09905241
-0.05101504	-0.0939365	-0.07342405	0.020088054	-0.05431989	0.060230028	-0.069680944	-0.009278736	0.054428786	0.12686704	-0.02970451	-0.05595642	0.030037392	0.04873205	0.073075406	0.13642356
-0.15069444	-0.20773399	-0.11068071	0.120264284	-0.16752072	0.14113908	-0.16495845	-0.15432484	0.19844845	0.19297034	-0.092216544	-0.081184916	0.2186378	0.13311511	0.19641188	0.14373761
0.06800335	0.1272387	0.10959154	-0.12426857	0.101070784	-0.1276011	0.15062946	0.10180123	-0.16682883	0.041375294	0.09615595	0.15169844	-0.13424988	-0.11601702	-0.1679633	-0.00737241
-0.04401523	0.009411532	0.016525416	0.029052043	-0.065059505	0.03409515	0.0011495475	-0.004205309	0.044247616	0.04938987	-0.0035378803	-0.017483478	0.021315407	0.04242947	0.009382056	0.018341143
-0.04773554	0.010864336	-0.006256048	-0.08353528	0.04241295	-0.018593047	-0.03593212	0.05024229	0.025977101	0.06619126	-0.0044718552	0.04378228	-0.0013793005	-0.05054132	-0.015528276	0.020471957
0.00012799053	-0.06878761	-0.032646395	-0.06458206	-0.012502205	0.052650746	-0.07101012	-0.025696708	0.017041419	0.14230551	0.0150319	0.0063139847	-0.0033159219	-0.005867535	-0.0004927027	0.10942136
-0.048961654	0.009638943	-0.00049911597	-0.08331407	-0.0034431429	-0.011272895	0.017550148	0.07679004	0.032281756	-0.0024363964	0.054710712	0.020454094	-0.012884864	0.0008002542	0.009687152	0.044661615
0.08129523	0.039674576	0.10577879	-0.060477998	0.010395744	-0.06683631	0.035290096	0.06154733	-0.102302276	0.065787435	0.0744509	0.06081775	-0.10849257	-0.09196036	-0.12711172	0.055520136
0.12021909	0.07816079	0.04206139	-0.13434392	0.023974001	-0.08570511	0.044375468	0.07274675	-0.08007141	-0.13352875	0.04683376	0.074195795	-0.042870104	-0.013605167	-0.09475573	-0.078948736
0.120450564	0.10214846	0.11469692	-0.14704421	0.15848964	-0.13487606	0.095634155	0.12979016	-0.15034166	-0.0633018	0.13300306	0.10447081	-0.11938379	-0.14566982	-0.16299987	-0.02706379
-0.016484184	-0.06076827	-0.023822973	-0.027443504	-0.0150009915	0.008933132	0.016503287	0.02554032	0.02167235	-0.003120159	-0.004981233	0.028106876	-0.024549037	0.038225833	0.05462372	0.065034375
0.0005716453	0.035009287	0.044486675	-0.046224456	-0.05193922	0.042113964	-0.015930813	-0.02422569	-0.02276401	0.118370205	0.019392071	0.035598293	0.03864479	0.007251943	-0.009906472	0.119498506
0.00045511223	0.031304277	-0.016760752	-0.0016042065	-0.05269437	0.03640398	-0.040252168	0.04268776	-0.023512589	0.031601477	-0.035548702	-0.042580716	0.06313282	0.038212854	-0.027399706	0.013612691
-0.08244726	-0.011880116	0.029748702	-0.11374553	-0.05622819	-0.003109746	0.009204414	0.048388153	-0.02510771	0.15090671	0.028380629	-0.0007125226	-0.023049606	0.055905387	0.03282261	0.07876631
0.038226523	0.031957936	0.027149517	-0.08883408	0.057680067	-0.025674598	-0.010737186	0.043831564	-0.030495185	0.11026411	-0.0050997417	0.07603175	-0.082180366	-0.0204543	0.032309085	0.052365836
